annual_rainfall,max_daily_rainfall,number_of_rainy_days,average_temperature,evaporation,clay,sand,silt,latitude,longitude,elevation,roof_area,open_space,roof_type,infiltration,runoff_coefficient,annual_runoff,feasibility_score,feasibility_classification,recommended_structure
937.4477099,91.12545296,53,24.01218666,3.84567954,40.28977372,23.18912957,36.5210967,8.423017904,93.9332736,745.6108883,64.59529803,28.43224133,tile,14.20444732,0.7,42.38829994,0.301578434,Low,Recharge_Borewell
1362.128081,35.27317989,84,27.53609036,2.469868722,12.39416442,61.11005903,26.49577655,31.74995449,76.85470521,962.5973786,183.3895348,68.84744955,concrete,78.11183986,0.8,199.8400281,0.830534548,High,Recharge_Trench
788.4505516,70.58132878,104,21.00323996,3.843472059,34.57196311,34.99706735,30.43096954,25.41735139,83.02393474,960.9593558,172.0025891,49.23382516,metal,33.32003472,0.9,122.0539826,0.506720461,Medium,Recharge_Shaft
587.9847913,44.79534159,46,26.27819913,5.148128591,23.26713023,33.51753182,43.21533795,11.36064269,85.82478402,822.2274124,172.9237147,42.00849336,concrete,43.48678651,0.8,81.34121143,0.45075902,Medium,Recharge_Pit
1241.109009,32.73576733,53,29.85552337,4.570316232,10.43515478,63.16476309,26.40008214,16.81487978,82.01672089,1240.564527,188.8955173,59.74296838,metal,86.33068283,0.9,210.9959355,0.822390217,High,Recharge_Trench
905.5046169,32.88986224,58,19.54829387,5.337495598,16.5507948,60.18314763,23.26605757,21.63846479,89.38822784,1184.73039,183.766533,71.02003036,metal,82.03132396,0.9,149.7612996,0.784893732,High,Recharge_Trench
698.9159128,32.87950141,45,27.41122667,2.925758437,57.61753273,27.74193499,14.64053228,17.64837068,93.70460733,5.709966602,68.25325068,28.88409937,tile,5,0.7,33.3922981,0.231709282,Low,Recharge_Borewell
1282.889413,102.9185265,100,19.61248981,5.886493929,18.45657659,61.74627629,19.79714712,23.57745511,79.44967377,1126.231705,228.1941445,51.28296021,concrete,74.33183384,0.8,234.1982816,0.756593684,High,Recharge_Trench
857.4395588,102.8809676,69,24.21450618,6.274345124,33.11199538,39.71050054,27.17750408,34.86744256,87.72795176,71.97024993,157.3274135,32.50656736,metal,33.58878089,0.9,121.4088732,0.471082771,Medium,Recharge_Shaft
780.2864538,49.94825832,114,25.45164263,3.416514316,28.37451858,33.46536393,38.16011749,12.91242375,92.66330084,1162.356098,162.8505946,45.43252969,tile,36.92253728,0.7,88.94907905,0.471090838,Medium,Recharge_Shaft
1581.22031,36.42303125,99,18.08629893,3.22490108,16.88424541,52.94310264,30.17265194,16.55123671,80.80972259,1055.869297,240.5734496,59.80770838,concrete,66.24926298,0.8,304.3196996,0.786703145,High,Recharge_Trench
941.5301389,85.09881569,78,29.27345448,4.906718019,19.44492046,51.6085824,28.94649714,24.429456,81.69555163,9.967344782,208.3984333,75.23864849,tile,60.75928447,0.7,137.3493841,0.697322986,High,Recharge_Trench
1167.403284,118.327415,49,31.45028984,2.382904657,18.8729867,50.8500009,30.2770124,19.50926048,72.30339847,280.7098211,243.0103035,58.16439222,concrete,67.29726138,0.8,226.952821,0.746044234,High,Recharge_Trench
1516.582741,47.13721464,71,24.7953602,6.769826167,44.28001803,29.26260425,26.45737772,19.01014046,88.9856938,1391.694857,81.05530041,28.4327007,concrete,15.80810293,0.8,98.34165573,0.432325996,Medium,Recharge_Borewell
569.4350007,71.63573447,108,23.12798058,2.158798944,38.09206967,48.47097466,13.43695567,34.64616547,81.24097622,1248.25371,150.7952632,38.2377397,concrete,34.79347683,0.8,68.69448066,0.404938871,Medium,Recharge_Shaft
835.3752504,51.91203397,57,23.63941653,4.791298156,53.22805985,24.99497665,21.7769635,26.94855376,86.12043866,253.2433235,40.56269259,23.39386989,metal,5,0.9,30.49656253,0.223388571,Low,Recharge_Borewell
907.5837152,97.61458052,47,23.17810651,5.472381147,35.28624077,33.79971402,30.91404521,33.36644242,84.92858343,469.4966162,156.9383933,49.8397272,metal,32.95389481,0.9,128.191257,0.519667473,Medium,Recharge_Shaft
473.2970283,82.54724406,113,20.77147483,4.832258749,20.97814269,40.22548413,38.79637318,35.10422378,93.11781871,885.4598255,134.5706617,36.29206227,tile,54.66355343,0.7,44.58432598,0.424574863,Medium,Recharge_Pit
505.3902033,68.15097768,61,24.48725082,2.090121266,10.85862322,63.23085452,25.91052227,35.70722242,76.93175383,603.7159696,247.9963355,56.56788398,tile,87.74376278,0.7,87.73444291,0.669722952,Medium,Recharge_Trench
1209.617759,43.45943867,70,22.0392678,3.705900273,30.69713739,46.27971173,23.02315087,12.87269141,71.8948835,572.5669485,122.8063514,41.88874376,concrete,45.27968365,0.8,118.8389949,0.583984594,Medium,Recharge_Pit
450.4263456,81.68641857,110,30.14166066,3.921402842,32.93791834,46.65697901,20.40510266,18.76041421,73.24321229,9.1116516,117.6173722,36.32691145,tile,52.44462378,0.7,37.08457418,0.407777911,Medium,Recharge_Pit
1684.239006,90.03331714,98,30.20123121,3.328348779,49.12058607,18.66270424,32.21670969,11.53968049,84.73041319,927.3012318,82.37246488,27.19597411,metal,5,0.9,124.8614265,0.457970277,Medium,Recharge_Borewell
1648.865177,100.2613867,94,19.39367492,2.548687236,42.4314604,16.85436358,40.71417602,20.37499381,70.83443782,1150.286841,44.49965544,19.25148388,tile,5,0.7,51.36175258,0.345042675,Low,Recharge_Borewell
1509.861359,102.9648606,119,19.61207106,6.453249457,39.02190588,46.2869012,14.69119292,36.61782689,77.32118699,1481.316881,169.3514317,40.6079734,concrete,34.09809004,0.8,204.5577463,0.598028436,Medium,Recharge_Shaft
834.4318749,106.6653128,61,26.31025529,5.181129337,11.92547098,62.69695468,25.37757434,15.95817184,73.73127014,139.7992119,244.2074686,56.09333008,concrete,85.48128457,0.8,163.0195967,0.763909138,High,Recharge_Trench
517.7787272,31.09618519,47,24.72773561,3.593022157,36.03049258,48.41678372,15.5527237,12.6709526,90.62886693,934.6143277,104.8032297,40.39692683,concrete,36.91170947,0.8,43.4119063,0.370839476,Low,Recharge_Shaft
1736.5329,108.2406097,105,23.26271736,3.201799082,17.95036799,58.51713104,23.53250097,28.81931942,79.77492985,1332.634199,237.961112,69.73649949,tile,65.87201423,0.7,289.2591099,0.821183098,High,Recharge_Trench
1553.073055,44.63103618,42,25.42258602,4.100173533,33.95264519,38.22827605,27.81907877,13.17467318,87.39664143,436.3783796,168.5731757,48.60696142,tile,35.42936419,0.7,183.2645199,0.634918315,Medium,Recharge_Shaft
768.3575979,36.59210437,93,30.46510183,4.820118968,56.08882903,28.26620504,15.64496592,27.65437726,88.60697465,293.0242231,48.2539722,17.19710651,metal,5,0.9,33.36867555,0.208008614,Low,Recharge_Borewell
562.2166833,62.09030291,108,27.50148047,6.437900243,53.53151814,18.16291623,28.30556562,16.47792171,68.78554882,580.38917,91.14408059,15.05685121,concrete,5,0.8,40.99417815,0.183169519,Low,Recharge_Borewell
804.1712315,56.83353206,91,27.21650482,4.040341015,50.99678242,26.53253235,22.47068523,11.73041999,73.07937884,1016.766746,81.91301661,29.53801894,concrete,5,0.8,52.69767315,0.264798004,Low,Recharge_Borewell
776.1483031,66.27348821,99,22.31833394,2.996823659,52.8524551,18.45201236,28.69553254,9.860391974,90.2070697,1461.621167,69.32657939,18.35443251,tile,5,0.7,37.66539487,0.22588967,Low,Recharge_Borewell
425.3542573,72.06486019,75,32.40282645,3.865917299,42.00927217,25.96118883,32.029539,26.72518631,69.83548121,900.5293216,60.51371912,15.66426741,concrete,21.55030527,0.8,20.59181444,0.220959473,Low,Recharge_Shaft
1378.52836,56.81818152,78,27.77986281,3.406678704,36.64841711,44.55828193,18.79330096,17.82156091,85.43616177,950.9648651,123.6920338,40.96313658,tile,41.79073896,0.7,119.3590835,0.589250706,Medium,Recharge_Pit
478.6465083,116.4010693,107,32.25252511,6.958297729,21.98983515,47.61791607,30.39224878,28.56386172,71.11356457,1070.959812,173.6707254,43.99361265,concrete,56.96354413,0.8,66.50150905,0.467402336,Medium,Recharge_Pit
1168.473484,78.49374305,45,25.27579002,3.604907368,19.32827002,67.1853854,13.48634458,9.686895427,77.70291923,597.6322865,180.7705014,70.9598909,concrete,67.80238939,0.8,168.9804301,0.766065203,High,Recharge_Trench
1319.421279,61.48755248,56,20.47856835,5.697781875,27.99861726,34.56788676,37.43349598,19.37296903,70.34137817,298.1193486,152.7225426,31.54375527,concrete,36.51775462,0.8,161.2042979,0.573329015,Medium,Recharge_Shaft
830.1029838,57.31591124,74,27.4007262,4.212195946,27.01796152,37.66508867,35.31694981,27.18415398,84.26494363,1081.991291,126.1925608,36.17521829,concrete,38.47182477,0.8,83.80225703,0.454624861,Medium,Recharge_Shaft
1782.811346,75.33225851,57,28.72923197,4.102195896,55.34165774,21.58716463,23.07117763,30.273442,81.90825508,1009.894284,73.34651932,20.89211621,metal,5,0.9,117.6867061,0.443667496,Medium,Recharge_Borewell
1737.909254,106.9146806,66,30.56399351,2.467565332,14.44947602,62.17144902,23.37907496,9.781066389,69.90735298,1033.802448,247.4029998,67.17239824,concrete,77.92859651,0.8,343.9711703,0.868425834,High,Recharge_Trench
841.3352085,63.83639187,64,21.21740812,2.224501386,17.13695659,55.68285235,27.18019105,27.08009105,71.80075446,466.5416536,230.016473,50.45958925,tile,68.44632623,0.7,135.4646701,0.681375778,High,Recharge_Trench
986.3106467,50.70760427,40,24.50067915,2.81252578,38.0688658,44.96985783,16.96127636,35.32955161,85.83174861,51.40684364,148.0422784,39.43591397,concrete,38.12406186,0.8,116.8125403,0.527716083,Medium,Recharge_Shaft
633.1049659,85.51956648,59,21.33859667,5.350973044,15.56728215,66.92441941,17.50829844,13.17363876,85.75454992,361.7731157,223.9361753,72.81288079,metal,80.41316737,0.9,127.5975941,0.721897077,High,Recharge_Trench
592.2200458,62.76247223,119,28.8446279,4.020819108,18.59766947,61.94264463,19.4596859,34.24301663,95.24015775,338.3685501,205.8484495,78.58087606,metal,58.93253027,0.9,109.7168204,0.625056489,Medium,Recharge_Pit
1073.881812,83.94874878,57,26.1866573,3.830002739,45.5170025,14.2549768,40.2280207,17.14718902,79.39408655,352.0986737,99.35642407,29.63535196,metal,5,0.9,96.02735107,0.353772941,Low,Recharge_Borewell
1153.664721,76.0320786,95,31.05362487,4.499605137,28.34483997,49.81957632,21.83558371,25.40834825,68.30469674,947.7479566,177.8365401,38.15604795,concrete,49.99623521,0.8,164.1309938,0.627214474,Medium,Recharge_Pit
425.3736575,86.99551341,96,21.28252016,3.858581489,36.82553631,34.2927816,28.88168209,28.2991332,71.32571493,178.5761474,147.799813,44.78905055,tile,37.88222593,0.7,44.00910291,0.37215801,Low,Recharge_Shaft
746.5836784,72.1064265,103,32.73703269,3.479964911,21.27417942,36.3830892,42.34273139,29.12813507,75.76589259,130.2530888,139.3430538,31.08485288,metal,60.28253745,0.9,93.62812473,0.539805666,Medium,Recharge_Trench
1264.986136,69.34332945,66,27.20376277,5.031897393,41.97344196,27.99415898,30.03239906,21.83981378,76.08032139,985.2764155,83.46770587,22.49049402,tile,7.02383847,0.7,73.90984352,0.334206016,Low,Recharge_Borewell
513.8882929,77.65802535,80,19.47313334,5.630832098,42.51766478,11.56672442,45.9156108,33.80900485,69.6271307,526.6608547,66.48882023,25.39022415,concrete,5,0.8,27.33426106,0.18299689,Low,Recharge_Borewell
1077.585115,102.4515924,90,25.60820523,2.10649919,39.76235154,38.59892118,21.63872728,20.94119169,82.94107235,1046.584701,144.3218814,38.37873327,tile,28.21582548,0.7,108.8633778,0.489173781,Medium,Recharge_Shaft
796.5981649,99.05504709,119,32.21794157,6.491593967,18.38279846,53.29617297,28.32102857,23.85446714,70.02919299,369.0852477,211.3086886,69.38614701,tile,69.39275724,0.7,117.8296795,0.670829231,Medium,Recharge_Trench
728.962767,88.38255383,71,31.47984576,2.481955362,28.36409883,39.10292482,32.53297635,15.33266739,79.41141245,944.2814627,136.360398,36.93803535,tile,40.45995066,0.7,69.58115715,0.442459581,Medium,Recharge_Pit
438.0343897,58.2403929,73,31.04425498,3.765657043,25.52678587,40.35172268,34.12149145,35.83709124,72.82923526,789.8183614,171.8633537,43.14063112,concrete,51.06118007,0.8,60.22564739,0.445276469,Medium,Recharge_Pit
975.8255609,45.93389651,96,19.99827891,2.608359465,16.24655525,58.68486784,25.06857691,31.3139382,92.4699052,467.7076314,238.3570925,52.92388863,concrete,69.14563141,0.8,186.0759548,0.721198082,High,Recharge_Trench
442.5418836,108.4200233,87,28.52632158,6.654825575,44.91728226,22.03608277,33.04663498,35.58082786,88.05066872,560.9611401,94.52751832,20.01524327,concrete,7.375652806,0.8,33.46590881,0.177549597,Low,Recharge_Borewell
637.2898454,66.02968816,111,29.01006382,5.255628725,42.82420619,23.42990511,33.74588871,10.77824398,94.86871518,595.2525775,61.64113212,27.39657823,metal,8.528081023,0.9,35.3549408,0.227152669,Low,Recharge_Borewell
924.8188113,34.98238352,107,26.74329002,4.944346951,40.5257996,21.21667656,38.25752384,14.67286676,74.34179044,984.7736628,52.50093383,19.33700217,concrete,9.154087088,0.8,38.84308097,0.252699913,Low,Recharge_Borewell
1261.417235,51.7965101,110,27.44714979,2.647922686,30.93510893,38.79106692,30.27382414,20.78624656,94.7097054,1254.413027,135.9834356,31.46915632,concrete,37.43892028,0.8,137.2254794,0.568645512,Medium,Recharge_Shaft
1675.298058,99.43260104,75,30.84530023,2.291217264,48.58392125,15.14854855,36.26753019,24.73089561,87.44655461,1416.767392,93.22290704,22.81328168,tile,6.721896934,0.7,109.3233086,0.440115045,Medium,Recharge_Borewell
1736.3923,68.91005099,92,25.6242966,4.213389373,13.01565189,62.5172426,24.4671055,14.74943427,69.85204613,143.8639258,190.3614504,73.73635801,concrete,81.69288588,0.8,264.4337254,0.886892746,High,Recharge_Trench
883.6731952,85.71837857,114,24.99670635,2.371135579,14.98769452,64.56874411,20.44356137,21.14646468,85.68926318,1146.590138,189.5811296,72.95566054,metal,79.11140612,0.9,150.7749863,0.789567721,High,Recharge_Trench
727.2371089,81.33485928,86,22.29168035,3.732494448,15.57273997,68.13851629,16.28874374,23.04832936,82.56715842,1198.147808,227.8647225,56.34188408,metal,77.65817366,0.9,149.1405138,0.727269397,High,Recharge_Trench
1089.524771,45.70486378,92,28.55227666,5.777853515,42.57557511,29.35136564,28.07305925,13.17463381,88.73377783,164.1144965,52.36627209,23.53460575,concrete,20.11814955,0.8,45.6434805,0.327626998,Low,Recharge_Shaft
1185.31316,30.76460207,70,31.46661102,4.777467482,40.41226318,10.29624267,49.29149415,22.40089325,86.11296223,1280.902817,60.20014438,15.57102718,tile,7.231837723,0.7,49.94921637,0.282536107,Low,Recharge_Borewell
1112.542657,115.0351908,111,23.06838217,6.944395596,15.40422013,69.30433953,15.29144034,8.101742137,87.39417641,1244.123587,195.3533548,62.81774583,tile,76.00814647,0.7,152.1372582,0.760709732,High,Recharge_Trench
1265.379537,74.53433564,54,22.23606493,5.235311035,44.48134094,21.76848699,33.75017207,24.38916459,83.97589295,898.0996685,87.396876,16.45225911,concrete,13.44211675,0.8,88.47217476,0.367000524,Low,Recharge_Borewell
1256.049056,100.2659457,92,19.77792043,3.112214779,36.32237273,45.98233237,17.6952949,34.19948892,92.56560477,1216.710664,107.1718644,43.23171795,concrete,33.89944593,0.8,107.6904953,0.534244514,Medium,Recharge_Shaft
694.7097155,46.80596947,99,28.75907534,2.176705223,31.44661228,39.56766395,28.98572377,24.10440092,81.14742408,648.3836407,145.7741356,47.9835819,concrete,34.37602035,0.8,81.01656662,0.451801829,Medium,Recharge_Shaft
1732.001735,37.89956227,51,24.67001206,6.463330079,33.05869231,45.26671761,21.67459008,29.89211578,90.33649538,499.2035327,114.9431901,37.16043836,metal,43.03653494,0.9,179.1736242,0.651949948,Medium,Recharge_Pit
1011.259866,31.14808317,116,27.78764989,5.52041518,32.90035363,41.11219054,25.98745584,31.85514463,89.35326245,1242.501197,139.3181634,47.53684287,metal,31.81707976,0.9,126.7981805,0.520224271,Medium,Recharge_Shaft
1672.908288,39.49622818,41,32.73389112,2.016239641,25.38986309,49.60608757,25.00404933,26.94146296,83.80187216,203.0172242,149.4603605,38.25801219,concrete,56.16151972,0.8,200.0267806,0.722177352,High,Recharge_Pit
1615.199429,102.9062377,97,18.52953382,2.134520769,16.75533643,60.27426064,22.97040293,24.04446284,89.89251686,63.32468281,187.779565,66.41120171,tile,74.73767345,0.7,212.3110123,0.842265696,High,Recharge_Trench
1513.260673,77.33519192,75,22.82375911,5.824447643,40.04347568,24.71764184,35.23888249,24.17346937,71.67811452,1244.565503,60.33514214,16.51636436,metal,12.33537121,0.9,82.172518,0.378890862,Low,Recharge_Borewell
1464.319004,38.86921663,42,18.32777066,6.335075392,56.37284377,15.17232979,28.45482644,17.02259527,73.06356096,1431.244094,70.63423731,23.83667857,metal,5,0.9,93.08795041,0.369837774,Low,Recharge_Borewell
644.5060603,60.39803884,119,31.07608632,4.926111438,10.59301433,67.02804894,22.37893673,21.39196763,75.66736734,18.00146386,208.1114754,69.45237163,concrete,91.91140582,0.8,107.3032857,0.737921095,High,Recharge_Trench
724.7259346,90.46013432,85,30.8164408,4.2785969,45.85176324,14.27609718,39.87213958,10.56707601,89.4546241,856.9462784,45.00882029,20.08178904,concrete,7.483046378,0.8,26.09524748,0.211511323,Low,Recharge_Borewell
512.1607849,117.0178995,43,30.68942929,2.393535007,46.43221201,17.65492851,35.91285949,14.89673645,90.55395966,929.5708967,91.90487019,24.87928895,concrete,8.017055465,0.8,37.65605636,0.223864043,Low,Recharge_Borewell
916.4790954,45.45103755,64,29.30432821,5.848322442,44.77251897,28.85884236,26.36863866,10.24921107,80.09269782,284.7597961,56.35940545,29.98113616,metal,15.71511046,0.9,46.48699523,0.303647131,Low,Recharge_Borewell
912.9065806,38.93138984,53,31.17324465,5.428718662,51.87963578,25.66991182,22.4504524,12.33915641,76.52911549,92.61713726,86.54486916,16.6588424,concrete,6.341823103,0.8,63.20590446,0.265167632,Low,Recharge_Borewell
1559.857019,31.62288088,117,25.46591065,6.084010115,21.52547973,43.28276214,35.19175813,31.82724073,75.18181101,232.4382768,100.3768066,41.99195226,metal,59.40524403,0.9,140.9161196,0.697141442,High,Recharge_Pit
1544.899462,105.5287158,75,26.26224488,4.490051969,57.97208127,16.2372657,25.79065304,35.09382898,78.26892099,745.8654294,72.39664602,25.47928091,concrete,5,0.8,89.47643158,0.386280796,Low,Recharge_Borewell
1758.104239,87.74579988,94,19.22181322,4.193929271,16.94062292,69.45079176,13.60858532,22.2724071,77.06830729,975.236622,243.921352,55.2916051,metal,77.00320799,0.9,385.9552467,0.836059861,High,Recharge_Trench
444.4412715,38.97535835,41,22.99976723,5.276306312,34.51001163,35.88797334,29.60201503,22.1684598,84.81984533,1217.203979,143.2172694,36.79345247,tile,31.02697892,0.7,44.55616572,0.325504692,Low,Recharge_Shaft
1263.697686,73.47127016,91,29.80439524,3.541505519,48.00669364,26.63234615,25.36096021,29.44892682,72.79166365,125.5287952,58.61447331,28.26913754,metal,11.63706781,0.9,66.66387684,0.3611414,Low,Recharge_Borewell
475.3627349,82.16498093,59,18.89104461,3.888254754,13.17070618,50.57057018,36.25872364,30.88298546,91.35121964,853.86381,209.0104866,63.1226192,concrete,72.74766652,0.8,79.4846372,0.598701901,Medium,Recharge_Trench
516.849719,45.45389901,46,22.98268875,3.685089061,26.57070954,41.26158577,32.16770469,17.60947211,68.76103739,617.3153533,117.4054874,39.09737488,concrete,53.88303195,0.8,48.54479455,0.4425684,Medium,Recharge_Pit
495.6944804,33.49863273,59,18.26452244,6.738937574,23.53920336,32.67707786,43.78371877,20.13358723,70.3289396,46.17182821,152.0160956,41.21602363,tile,48.04498822,0.7,52.74747768,0.411172444,Medium,Recharge_Pit
464.0388473,103.1459614,83,32.41852056,4.283004621,52.58122809,23.21425862,24.20451329,21.32447527,85.79400602,590.2443342,44.88384001,23.17200484,metal,5,0.9,18.74506085,0.168585772,Low,Recharge_Borewell
1130.023965,90.24708578,52,29.33013023,6.524463502,36.86138545,45.94888395,17.1897306,23.30852233,90.89454625,1034.851434,136.8418812,47.21790735,concrete,40.04338775,0.8,123.7076841,0.556586607,Medium,Recharge_Pit
987.2271915,30.3923622,40,24.08287832,2.148197916,34.12334086,34.41939005,31.45726909,27.88642041,71.06111086,339.14186,112.4459421,38.0851921,concrete,37.00797679,0.8,88.80775333,0.486802901,Medium,Recharge_Shaft
468.606503,66.05920636,110,22.51748306,4.122382509,13.04202768,65.23324233,21.72473,11.50149262,80.59604872,81.25643381,209.7807654,54.28293497,concrete,86.99405086,0.8,78.6437047,0.636070456,Medium,Recharge_Trench
492.4137818,38.61211045,85,23.72308264,4.881853049,38.90384839,39.93995287,21.15619874,18.90105224,94.83116849,198.6887061,122.529475,43.49620163,concrete,30.52175266,0.8,48.26816175,0.348303315,Low,Recharge_Shaft
1019.563721,45.21935104,47,31.53200803,4.736985738,39.14929014,40.82058042,20.03012944,32.31265553,89.8698128,1490.832971,156.2548309,45.32029095,concrete,39.95672849,0.8,127.4494055,0.554334929,Medium,Recharge_Shaft
1185.788077,80.73633913,48,30.40514822,2.729644898,47.95709352,20.97939518,31.06351131,30.18535852,89.00327776,798.9892317,48.44033338,26.13144345,concrete,10.07267317,0.8,45.9519758,0.318662456,Low,Recharge_Borewell
1031.735082,82.66753069,109,31.23213471,6.347848725,35.11067069,46.31130431,18.578025,30.26377666,74.18167799,1296.073556,176.6911759,49.9083511,concrete,49.11023485,0.8,145.8387878,0.617368803,Medium,Recharge_Pit
1748.511555,98.97161525,74,29.56159032,6.019381886,51.47846054,10.36335642,38.15818304,21.3184954,90.50419202,807.8387622,68.69419301,16.06026364,tile,5,0.7,84.07881318,0.376400231,Low,Recharge_Borewell
961.1919835,102.4584039,112,23.90120365,3.859064365,42.50050998,20.92157665,36.57791338,27.17801734,96.71100793,84.00367072,69.39553865,18.80566639,tile,24.39540059,0.7,46.69170481,0.332601621,Low,Recharge_Shaft
1169.34135,54.95325747,106,23.60999051,3.935788531,54.57417409,14.84955655,30.57626935,30.78996013,70.3758363,386.148886,45.23729087,21.40127981,concrete,5,0.8,42.31826783,0.276799631,Low,Recharge_Borewell
873.5745084,92.26775173,67,19.53619685,4.589608668,55.80936522,13.9089575,30.28167728,36.60138776,92.70193644,239.1725635,77.20966314,27.27148156,metal,5,0.9,60.70355417,0.276187891,Low,Recharge_Borewell
1273.10829,65.34616028,115,31.98068754,3.517304923,30.32319293,30.51800456,39.1588025,15.01030921,84.43895547,3.258405563,141.2541766,47.68718629,metal,31.09696387,0.9,161.8486769,0.587671282,Medium,Recharge_Shaft
1297.156841,79.87631299,105,30.65041693,6.378928905,46.40199534,16.10257783,37.49542683,8.858320923,72.92313976,440.2535669,90.73553277,21.58182404,tile,5,0.7,82.38875191,0.332551483,Low,Recharge_Borewell
456.3612042,39.8665375,81,25.0781188,4.71408681,31.53482254,49.48974687,18.97543059,13.29245981,82.20770197,724.6429551,138.7523298,48.84890461,metal,44.0020812,0.9,56.98906228,0.420721804,Medium,Recharge_Pit
